dna_ID,Country,Site,Region,Date,Latitude,Longitude,Sex,combo_prs,asMales_prs,asFemales_prs,sexspec_prs
XN183,Germany,Stuttgart-Mühlhausen,South Central,7152,48.78,9.18,F,-0.187347725,1.078406968,0.093459485,1.016046165
XN188,Germany,Stuttgart-Mühlhausen,South Central,7130,48.78,9.18,F,0.872726136,1.159872942,0.433100075,1.094673836
XN191,Germany,Stuttgart-Mühlhausen,South Central,7199,48.78,9.18,M,0.6086464,0.416964267,0.537639954,0.574958183
XN205,Germany,Stuttgart-Mühlhausen,South Central,7100,48.78,9.18,M,0.075837982,-0.278766915,0.657601014,0.695329033
XN206,Germany,Stuttgart-Mühlhausen,South Central,7086,48.78,9.18,M,1.084219121,0.875121583,0.697857338,0.735722873
XN207,Germany,Stuttgart-Mühlhausen,South Central,7100,48.78,9.18,F,-0.144255556,0.234117931,1.100857108,0.20117245
XN211,Germany,Stuttgart-Mühlhausen,South Central,7068,48.78,9.18,F,0.453036693,0.328661165,-0.144703471,0.292421766
XN215,Germany,Stuttgart-Mühlhausen,South Central,7010,48.78,9.18,M,0.304530448,-0.319380067,0.686114926,0.723940349
XN224,Germany,Stuttgart-Mühlhausen,South Central,7091,48.78,9.18,F,0.556971559,0.688045727,0.512083228,0.639285245
XN225,Germany,Stuttgart-Mühlhausen,South Central,7100,48.78,9.18,M,0.465227989,0.702232441,1.031710607,1.070716594
