dna_ID,PC1,PC2,Ethnicity,Region
HG01682,0.0262,-0.0255,Spanish,modern
HG01700,0.0335,-0.0325,Spanish_North,modern
HG01679,0.023,-0.0262,Spanish,modern
HG01702,0.0337,-0.0369,Spanish_North,modern
HG01676,0.0281,-0.0316,Spanish,modern
HG01684,0.0248,-0.026,Spanish,modern
HG01705,0.0186,-0.0252,Spanish,modern
HG01707,0.0204,-0.023,Spanish,modern
HG01685,0.0164,-0.021,Spanish,modern
HG01686,0.0217,-0.0278,Spanish,modern
HG01704,0.0127,-0.0233,Spanish,modern
HG01673,0.0222,-0.022,Spanish,modern
HG01695,0.0081,-0.0289,Canary_Islander,modern
HG01694,0.0061,-0.0251,Canary_Islander,modern
HG01761,0.0234,-0.0267,Spanish,modern
HG01770,0.0205,-0.0258,Spanish,modern
HG01762,0.0266,-0.0253,Spanish,modern
HG01773,0.0241,-0.0263,Spanish,modern
HG02220,0.0221,-0.0173,Spanish,modern
HG02238,0.0203,-0.0306,Spanish,modern
HG01678,0.0226,-0.0283,Spanish,modern
HG01699,0.0165,-0.0266,Spanish,modern
HG01697,0.0171,-0.0221,Spanish,modern
HG00160,0.0402,-0.0082,English,modern
LibyanJew1438,-0.0334,-0.0157,Jew_Libyan,modern
Malta4AM91,-0.0054,-0.0066,Maltese,modern
Malta8AM91,-0.0056,-0.01,Maltese,modern
CRO53,0.0307,-0.0047,Croatian,modern
AshkenaziJew5779,-0.0091,-0.0029,Jew_Ashkenazi,modern
SephardiJewTurkey4955,-0.0153,-0.0026,Jew_Turkish,modern
NOR119,0.0425,-0.007,Norwegian,modern
NOR124,0.0426,-0.007,Norwegian,modern
CRO103,0.0288,-0.0019,Croatian,modern
CRO107,0.0301,0.001,Croatian,modern
TunisianJew1421,-0.029,-0.0094,Jew_Tunisian,modern
SephardiJewTurkey5877,-0.0138,3.00E-04,Jew_Turkish,modern
TP08,-8.00E-04,-0.0048,Sicilian,modern
GREEKGRALPOP18,0.0111,-0.003,Greek,modern
AshkenaziJew5782,-0.0056,-0.0021,Jew_Ashkenazi,modern
BEL57,-0.0037,-0.0024,Italian_South,modern
BAS35,0.0376,-0.038,Basque,modern
SR23,-0.0013,-8.00E-04,Sicilian,modern
CRO47,0.0342,-0.0064,Croatian,modern
NOR106,0.0393,-0.0061,Norwegian,modern
CRO41,0.0307,-0.0014,Croatian,modern
Malta7AM91,-0.0099,-0.0112,Maltese,modern
SephardiJewTurkey4953,-0.0199,-0.0094,Jew_Turkish,modern
SephardiJewTurkey6077,-0.018,-0.0073,Jew_Turkish,modern
NOR101,0.0415,-0.0101,Norwegian,modern
SephardiJewTurkey5832,-0.0192,-9.00E-04,Jew_Turkish,modern
YemeniteJew4684,-0.0564,-0.0117,Jew_Yemenite,modern
TP05,-0.0062,-0.0077,Sicilian,modern
Kayseri24392,-0.0114,0.0233,Turkish,modern
YemeniteJew4695,-0.0596,-0.017,Jew_Yemenite,modern
SR60,-0.0063,-0.0053,Sicilian,modern
NOR146,0.0427,-0.0071,Norwegian,modern
TP06,2.00E-04,-0.0066,Sicilian,modern
NOR108,0.0449,-0.0094,Norwegian,modern
CRO66,0.0254,8.00E-04,Croatian,modern
IranianJew1409,-0.0283,0.0278,Jew_Iranian,modern
NOR126,0.0437,-0.0091,Norwegian,modern
SephardiJewTurkey5075,-0.0121,-0.0027,Jew_Turkish,modern
GREEKGRALPOP13,0.0082,-0.0034,Greek,modern
TP07,-0.0076,-0.0065,Sicilian,modern
BAS31,0.0366,-0.04,Basque,modern
ALB191,0.0146,0.0037,Albanian,modern
GREEKGRALPOP15,0.0125,0.0024,Greek,modern
SephardiJewTurkey4950,-0.0115,-5.00E-04,Jew_Turkish,modern
NOR107,0.0455,-0.0062,Norwegian,modern
SephardiJewTurkey5033,-0.0161,-0.0061,Jew_Turkish,modern
GREEKGRALPOP5,0.0095,7.00E-04,Greek,modern
YemeniteJew4675,-0.0551,-0.0095,Jew_Yemenite,modern
CRO153,0.0278,-0.0011,Croatian,modern
NOR109,0.046,-0.009,Norwegian,modern
SouthFrench3326,0.0348,-0.0292,French,modern
GREEKGRALPOP9,0.012,-8.00E-04,Greek,modern
TP04,0.001,-0.0076,Sicilian,modern
CRO31,0.0297,-0.0041,Croatian,modern
TP25,-0.0023,-0.0062,Sicilian,modern
GREEKGRALPOP4,0.0065,-3.00E-04,Greek,modern
LibyanJew1601,-0.0287,-0.0103,Jew_Libyan,modern
CRO93,0.0295,-0.004,Croatian,modern
Malta17AM91,-0.0078,-0.0116,Maltese,modern
SouthFrench3947,0.0306,-0.0296,French,modern
SouthFrench1323,0.033,-0.0303,French,modern
SR48R,-0.0023,-0.0039,Sicilian,modern
Balikesir16675,-0.0053,0.0297,Turkish_Balikesir,modern
YemeniteJew4938,-0.0562,-0.0118,Jew_Yemenite,modern
SR44,-0.0031,-0.0065,Sicilian,modern
SR64,-0.0035,-0.004,Sicilian,modern
NOR148,0.0465,-0.0053,Norwegian,modern
IraqiJew4061,-0.0307,0.0182,Jew_Iraqi,modern
CYP19,-0.0183,0.0053,Cypriot,modern
CRO48,0.03,-0.0019,Croatian,modern
GREEKGRALPOP17,0.0122,-4.00E-04,Greek,modern
ALB213,0.0102,5.00E-04,Albanian,modern
Turkish7BA57,-0.0028,0.0232,Turkish,modern
BAS22,0.0363,-0.0404,Basque,modern
GREEKGRALPOP16,0.0078,-0.0011,Greek,modern
LibyanJew1104,-0.0275,-0.0082,Jew_Libyan,modern
Balikesir16790,-0.0057,0.0359,Turkish_Balikesir,modern
NOR111,0.0433,-0.0092,Norwegian,modern
SouthFrench3951,0.0291,-0.036,French,modern
BAS25,0.0362,-0.0381,Basque,modern
BAS32,0.0333,-0.0396,Basque,modern
GREEKGRALPOP11,0.0109,0.0013,Greek,modern
GREEKGRALPOP10,0.0086,0.0031,Greek,modern
Malta2AM91,-0.0119,4.00E-04,Maltese,modern
GREEKGRALPOP3,0.012,-0.0032,Greek,modern
Malta16AM91,-0.0122,-0.011,Maltese,modern
GREEKGRALPOP8,0.0133,3.00E-04,Greek,modern
IranianJew1132,-0.0297,0.0233,Jew_Iranian,modern
MoroccanJew5126,-0.0196,-0.0116,Jew_Moroccan,modern
Turkish8BA62,0.0041,0.0179,Turkish,modern
LibyanJew1462,-0.0265,-0.0109,Jew_Libyan,modern
CYP5,-0.0201,0.0088,Cypriot,modern
SouthFrench3068,0.0324,-0.0306,French,modern
Cyprus13AJ19,-0.0109,0.006,Cypriot,modern
TunisianJew1763,-0.0312,-0.0153,Jew_Tunisian,modern
Malta15AM91,-0.0061,-0.0065,Maltese,modern
MoroccanJew4634,-0.0204,-0.0059,Jew_Moroccan,modern
LibyanJew1263,-0.0302,-0.0152,Jew_Libyan,modern
Istanbul20010,-0.0142,0.0316,Turkish,modern
BAS30,0.0361,-0.0461,Basque,modern
Cyprus24AJ19,-0.0195,0.0059,Cypriot,modern
YemeniteJew4667,-0.0618,-0.0214,Jew_Yemenite,modern
TunisianJew1507,-0.0342,-0.0149,Jew_Tunisian,modern
IraqiJew4241,-0.0317,0.0211,Jew_Iraqi,modern
TunisianJew1544,-0.0246,-0.0086,Jew_Tunisian,modern
AshkenaziJew5783,-0.0027,-9.00E-04,Jew_Ashkenazi,modern
Turkish4BA57,-0.0053,0.0246,Turkish,modern
AshkenaziJew5704,-0.007,1.00E-04,Jew_Ashkenazi,modern
MoroccanJew4789,-0.0199,-0.0066,Jew_Moroccan,modern
IranianJew1159,-0.031,0.0247,Jew_Iranian,modern
MoroccanJew5168,-0.0207,-0.0076,Jew_Moroccan,modern
IranianJew1513,-0.03,0.0255,Jew_Iranian,modern
AshkenaziJew5728,-0.0034,-0.0011,Jew_Ashkenazi,modern
ALB202,0.0114,0.0038,Albanian,modern
YemeniteJew4960,-0.0557,-0.0178,Jew_Yemenite,modern
GREEKGRALPOP12,0.0071,0.0048,Greek,modern
SouthFrench1112,0.0295,-0.0301,French,modern
AshkenaziJew5790,-0.0046,-0.0099,Jew_Ashkenazi,modern
CYP2,-0.0185,0.0059,Cypriot,modern
GeorgianJew1607,-0.0231,0.0299,Jew_Georgian,modern
GeorgianJew1671,-0.0239,0.028,Jew_Georgian,modern
Cyprus2AJ19,-0.032,0.0059,Cypriot,modern
Adana23114,-0.0152,0.0285,Turkish,modern
GREEKGRALPOP14,0.0076,-0.0031,Greek,modern
IranianJew1556,-0.0287,0.0215,Jew_Iranian,modern
TunisianJew1170,-0.0276,-0.0123,Jew_Tunisian,modern
TunisianJew1531,-0.0277,-0.0138,Jew_Tunisian,modern
SouthFrench4018,0.0323,-0.0328,French,modern
Trabzon21177,-0.0207,0.0349,Turkish,modern
GeorgianJew1577,-0.0218,0.0279,Jew_Georgian,modern
BAS28,0.0368,-0.0391,Basque,modern
Aydin18784,-0.0077,0.0254,Turkish,modern
IraqiJew1417,-0.0314,0.0205,Jew_Iraqi,modern
Istanbul19810,-0.007,0.0322,Turkish,modern
Trabzon21557,-0.0207,0.0328,Turkish,modern
LibyanJew1611,-0.0265,-0.0135,Jew_Libyan,modern
IranianJew1557,-0.0221,0.0292,Jew_Iranian,modern
GeorgianJew1971,-0.0217,0.0265,Jew_Georgian,modern
GeorgianJew1594,-0.024,0.0299,Jew_Georgian,modern
MoroccanJew4692,-0.0224,-0.0099,Jew_Moroccan,modern
ALB212,0.0106,-0.005,Albanian,modern
IraqiJew1771,-0.0292,0.0178,Jew_Iraqi,modern
YemeniteJew5433,-0.058,-0.0163,Jew_Yemenite,modern
ALB220,0.0064,-0.0022,Albanian,modern
Cyprus22AJ19,-0.0179,3.00E-04,Cypriot,modern
YemeniteJew4937,-0.0587,-0.0102,Jew_Yemenite,modern
Malta12AM91,-0.0091,-0.0115,Maltese,modern
Trabzon21534,-0.0181,0.0298,Turkish,modern
LibyanJew1605,-0.0286,-0.0128,Jew_Libyan,modern
BAS27,0.0354,-0.0386,Basque,modern
Cyprus21AJ19,-0.025,0.0087,Cypriot,modern
TunisianJew1511,-0.0273,-0.0116,Jew_Tunisian,modern
Turkish9BA57,-0.0105,0.0319,Turkish,modern
Kayseri24075,-0.0141,0.0287,Turkish,modern
IraqiJew4291,-0.032,0.0175,Jew_Iraqi,modern
ALB230,0.0131,-0.003,Albanian,modern
Adana23108,-0.029,0.0098,Turkish,modern
IranianJew1143,-0.0323,0.0236,Jew_Iranian,modern
MoroccanJew4683,-0.0199,-0.0078,Jew_Moroccan,modern
Balikesir16887,-0.0045,0.0305,Turkish_Balikesir,modern
IranianJew1832,-0.0278,0.0243,Jew_Iranian,modern
GeorgianJew1654,-0.0263,0.0271,Jew_Georgian,modern
BAS33,0.0337,-0.0385,Basque,modern
GeorgianJew1883,-0.0236,0.0295,Jew_Georgian,modern
LibyanJew1639,-0.0313,-0.0102,Jew_Libyan,modern
LibyanJew1659,-0.0307,-0.0168,Jew_Libyan,modern
Kayseri24266,-0.0113,0.0301,Turkish,modern
Balikesir16653,-0.007,0.0383,Turkish_Balikesir,modern
Istanbul25095,0.0156,0.0126,Turkish,modern
Aydin18112,-0.0098,0.0288,Turkish,modern
Kayseri24402,-0.0098,0.0249,Turkish,modern
Istanbul25081,-0.0037,0.0241,Turkish,modern
Aydin18596,-0.0052,0.0361,Turkish,modern
Istanbul17778,-0.0116,0.039,Turkish,modern
IraqiJew1430,-0.0318,0.0208,Jew_Iraqi,modern
Istanbul15781,0.0054,0.0096,Turkish,modern
Adana23136,-0.0269,0.0098,Turkish,modern
AshkenaziJew5788,-0.0057,-0.0022,Jew_Ashkenazi,modern
Adana23113,-0.0161,0.0408,Turkish,modern
Trabzon21575,-0.0169,0.0348,Turkish,modern
Aydin18636,-0.0089,0.0294,Turkish,modern
Istanbul20040,-0.018,0.0359,Turkish,modern
Balikesir16837,0.001,0.0354,Ignore_Turkish_Balikesir(PCA_outlier_vs_rest),modern
Adana23144,-0.0146,0.0359,Turkish,modern
Kayseri23967,-0.0124,0.0329,Turkish,modern
IranianJew1845,-0.0311,0.0242,Jew_Iranian,modern
Trabzon21174,-0.0152,0.0344,Turkish,modern
Aydin18873,-0.0037,0.0239,Turkish,modern
Kayseri23892,-0.015,0.0273,Turkish,modern
Istanbul19185,-0.0073,0.0302,Turkish,modern
Istanbul25098,0.0166,0.0022,Turkish,modern
Adana23133,-0.017,0.025,Turkish,modern
Trabzon21515,-0.0155,0.0284,Turkish,modern
Kayseri24032,-0.0143,0.0281,Turkish,modern
Kayseri23549,-0.0155,0.0316,Turkish,modern
Trabzon21544,-0.0181,0.0353,Turkish,modern
Adana23150,-0.0046,0.0227,Turkish,modern
Kayseri23271,-0.0147,0.0276,Turkish,modern
Trabzon21645,-0.0142,0.0355,Turkish,modern
Adana23147,-0.0196,0.0146,Turkish,modern
Aydin18483,-0.009,0.0411,Turkish,modern
Balikesir17006,-0.0045,0.0342,Turkish_Balikesir,modern
Aydin18419,-0.0044,0.0296,Turkish,modern
Kayseri24276,-0.0176,0.029,Turkish,modern
Istanbul19708,-0.0112,0.0382,Turkish,modern
Trabzon21173,-0.0193,0.0377,Turkish,modern
Adana23112,-0.0128,0.0295,Turkish,modern
Adana23117,-0.0128,0.0269,Turkish,modern
I0797,-0.0056,-0.0425,Neolithic,North Central
I0795,-1.00E-04,-0.0482,Neolithic,North Central
I0176,-0.003,-0.0355,Neolithic,South Central
I0174,-0.0051,-0.0445,Neolithic,South Central
I0022,-0.0088,-0.0419,Neolithic,South Central
I0026,-0.0097,-0.0411,Neolithic,South Central
I1508,-0.0168,-0.0392,Neolithic,South Central
I1496,-0.0034,-0.0442,Neolithic,South Central
NE1.SG,-0.0034,-0.0437,Neolithic,South Central
I0025,-0.0062,-0.0436,Neolithic,South Central
I0054,1.00E-04,-0.0374,Neolithic,North Central
NE6.SG,-0.0093,-0.0459,Neolithic,South Central
I1904,-0.0105,-0.0369,Neolithic,South Central
I1876,-0.0059,-0.0435,Neolithic,South Central
I1882,5.00E-04,-0.0374,Neolithic,South Central
I1883,0.0077,-0.0447,Neolithic,South Central
I2355,1.00E-04,-0.0442,Neolithic,South Central
I2357,0.0023,-0.0402,Neolithic,South Central
I2374,-0.0117,-0.0398,Neolithic,South Central
I0056,-0.0017,-0.0457,Neolithic,North Central
I0100,-0.0011,-0.0433,Neolithic,North Central
I2014,-0.0054,-0.0336,Neolithic,North Central
I2020,-0.0017,-0.0433,Neolithic,North Central
I2022,-0.0045,-0.0451,Neolithic,North Central
I3536,-0.0089,-0.0409,Neolithic,South Central
I4181,-0.0118,-0.0262,Neolithic,South Central
I4196,-0.0087,-0.0401,Neolithic,South Central
I0018,-0.0038,-0.038,Neolithic,South Central
I4972,0.0231,-5.00E-04,Neolithic,South Central
I5068,-0.0057,-0.0441,Neolithic,South Central
I5069,-0.0091,-0.0424,Neolithic,South Central
I5070,-0.0054,-0.0404,Neolithic,South Central
I5204,-0.003,-0.0424,Neolithic,South Central
I5205,-0.0048,-0.0369,Neolithic,South Central
I5206,-0.0045,-0.038,Neolithic,South Central
I2794,-0.0108,-0.0425,Neolithic,South Central
I5207,-0.0033,-0.041,Neolithic,South Central
I5208,-0.0069,-0.0408,Neolithic,South Central
I2373,-0.0025,-0.0393,Neolithic,South Central
I6913_published,0.0691,-0.0378,Neolithic,South Central
I6912_all_published,0.0086,-0.0338,Neolithic,South Central
I2739_published,-0.0092,-0.0403,Neolithic,South Central
I1878_published,-7.00E-04,-0.0397,Neolithic,South Central
I0046_published,-0.0011,-0.0406,Neolithic,North Central
I0659_published,-0.003,-0.0401,Neolithic,North Central
I0048_published,-0.0084,-0.0314,Neolithic,North Central
I1550_published,-0.0056,-0.0377,Neolithic,North Central
I0821_published,-0.0026,-0.0401,Neolithic,North Central
I0057_published,-0.0045,-0.0401,Neolithic,North Central
I2005_published,-0.0117,-0.0457,Neolithic,North Central
I2008_published,-8.00E-04,-0.0363,Neolithic,North Central
I2016_published,-0.0075,-0.0451,Neolithic,North Central
I2017_published,-0.0121,-0.0479,Neolithic,North Central
I2021_published,-0.0097,-0.0383,Neolithic,North Central
I2026_published,-0.0091,-0.0358,Neolithic,North Central
I2029_published,-0.0067,-0.0397,Neolithic,North Central
I2030_published,-0.005,-0.0344,Neolithic,North Central
I2032_published,-0.0056,-0.0378,Neolithic,North Central
I2036_published,-0.0064,-0.0364,Neolithic,North Central
I2037_published,-0.0054,-0.0403,Neolithic,North Central
I2038_published,-0.0087,-0.0419,Neolithic,North Central
I1880,-0.0179,-0.0455,Neolithic,South Central
I2357,-7.00E-04,-0.0419,Neolithic,South Central
HBS002,-0.002,-0.0442,Neolithic,North Central
HBS004,-0.0045,-0.0343,Neolithic,North Central
HBS005,-0.0035,-0.0404,Neolithic,North Central
HBS006,-0.0033,-0.0373,Neolithic,North Central
HBS007,-0.0079,-0.0439,Neolithic,North Central
HBS008,-0.0077,-0.0403,Neolithic,North Central
HBS009,-0.0059,-0.0388,Neolithic,North Central
SCH001,-0.0056,-0.0328,Neolithic,South Central
SCH004,-0.002,-0.0461,Neolithic,South Central
SCH007,3.00E-04,-0.033,Neolithic,South Central
SCH009,-0.004,-0.0344,Neolithic,South Central
SCH010,-0.0046,-0.0372,Neolithic,South Central
SCH011,-0.0027,-0.0314,Neolithic,South Central
SCH014,-0.0033,-0.0333,Neolithic,South Central
SCH015,0.0031,-0.0388,Neolithic,South Central
SCH016,-0.01,-0.0371,Neolithic,South Central
SCH018,-0.0075,-0.0446,Neolithic,South Central
SMH004,-0.0077,-0.0423,Neolithic,South Central
XN164,-0.0062,-0.0375,Neolithic,South Central
XN165,-0.0095,-0.0346,Neolithic,South Central
XN166,-0.0098,-0.042,Neolithic,South Central
XN167,-0.0085,-0.0356,Neolithic,South Central
XN168,-0.0045,-0.0357,Neolithic,South Central
XN169,-0.0075,-0.041,Neolithic,South Central
XN170,-0.0035,-0.0374,Neolithic,South Central
XN171,-0.0091,-0.0369,Neolithic,South Central
XN172,-0.0029,-0.0387,Neolithic,South Central
XN173,-0.0015,-0.0397,Neolithic,South Central
XN174,-0.0041,-0.0366,Neolithic,South Central
XN175,-0.0084,-0.0355,Neolithic,South Central
XN178,-0.0093,-0.0353,Neolithic,South Central
XN180,-0.0035,-0.0402,Neolithic,South Central
XN182,-0.0043,-0.0404,Neolithic,South Central
XN183,0.0021,-0.0405,Neolithic,South Central
XN188,-0.0052,-0.0387,Neolithic,South Central
XN191,0.0019,-0.0278,Neolithic,South Central
XN205,-0.006,-0.0344,Neolithic,South Central
XN206,0.0051,-0.0374,Neolithic,South Central
XN207,-0.0049,-0.0439,Neolithic,South Central
XN211,2.00E-04,-0.0388,Neolithic,South Central
XN215,-0.0049,-0.0236,Neolithic,South Central
XN224,-7.00E-04,-0.0392,Neolithic,South Central
XN225,-0.0091,-0.041,Neolithic,South Central
DER002,-0.0049,-0.0388,Neolithic,North Central
DER003,-0.0023,-0.042,Neolithic,North Central
DER004,-0.0034,-0.0347,Neolithic,North Central
DER005,-0.0046,-0.0416,Neolithic,North Central
DER006,-0.0051,-0.0437,Neolithic,North Central
DER007,-0.007,-0.0401,Neolithic,North Central
DER009,-5.00E-04,-0.0381,Neolithic,North Central
DER010,-0.0046,-0.0399,Neolithic,North Central
DER011,-0.0043,-0.0422,Neolithic,North Central
DER012,-0.0043,-0.0365,Neolithic,North Central
DER013,-0.0059,-0.0402,Neolithic,North Central
DER014,0.0011,-0.0419,Neolithic,North Central
DER015,-0.0023,-0.045,Neolithic,North Central
DER017,-0.0033,-0.0421,Neolithic,North Central
DER018,-0.0069,-0.0398,Neolithic,North Central
DER019,0.0016,-0.0358,Neolithic,North Central
DER020,5.00E-04,-0.0341,Neolithic,North Central
DER021,-0.006,-0.0412,Neolithic,North Central
DER022,-0.0059,-0.0392,Neolithic,North Central
DER023,-0.0054,-0.0376,Neolithic,North Central
DER024,-0.0093,-0.0416,Neolithic,North Central
DER026,-0.0035,-0.0408,Neolithic,North Central
DER028,-0.0029,-0.039,Neolithic,North Central
DER030,-0.0023,-0.0399,Neolithic,North Central
DER031,-0.0026,-0.0258,Neolithic,North Central
DER032,-0.0044,-0.0364,Neolithic,North Central
DER033,-0.0049,-0.0422,Neolithic,North Central
DER034,-0.0045,-0.0348,Neolithic,North Central
DER035,-0.0033,-0.0369,Neolithic,North Central
DER036,-0.0052,-0.0346,Neolithic,North Central
DER037,-0.0047,-0.0333,Neolithic,North Central
Klei10.SG,-0.0191,-0.0351,Neolithic,balkan
Pal7.SG,-0.0188,-0.041,Neolithic,balkan
ANI152,-7.00E-04,-0.0212,Neolithic,balkan
ANI153,0.009,-0.0168,Neolithic,balkan
ANI160,0.0011,-0.0333,Neolithic,balkan
ANI159-ANI181,7.00E-04,-0.0328,Neolithic,balkan
I2199,0.0031,-0.057,Neolithic,mediterranean
I2427,-0.0033,-0.0293,Neolithic,balkan
I2431,0.0051,-0.0319,Neolithic,balkan
I0785,-0.0105,-0.0359,Neolithic,balkan
I0781,-0.0068,-0.0297,Neolithic,balkan
I0409,0.0087,-0.0586,Neolithic,mediterranean
I0411,0.0048,-0.059,Neolithic,mediterranean
I0412,0.001,-0.05,Neolithic,mediterranean
I0410,0.0074,-0.0567,Neolithic,mediterranean
I0413,0.0096,-0.0541,Neolithic,mediterranean
CB13.SG,0.0015,-0.0574,Neolithic,mediterranean
I3498,-0.0147,-0.0377,Neolithic,balkan
I3879,-0.0131,-0.0442,Neolithic,balkan
I4088,0.0023,-0.0343,Neolithic,balkan
I4167,-0.0012,-0.0369,Neolithic,balkan
I4168,-0.0061,-0.0421,Neolithic,balkan
I1972,0.0052,-0.0548,Neolithic,mediterranean
I2509,-0.0053,-0.0367,Neolithic,balkan
I2519,-0.0075,-0.0294,Neolithic,balkan
I2532,-0.0101,-0.0375,Neolithic,balkan
I2533,-0.0092,-0.0416,Neolithic,balkan
I0700,0.0305,-0.0367,Neolithic,balkan
I0704_published,-0.0144,-0.0356,Neolithic,balkan
I0706,0.0085,-0.0356,Neolithic,balkan
I1108,0.0296,-0.0353,Neolithic,balkan
I1109,0.0013,-0.0414,Neolithic,balkan
I1113,0.0204,-0.0353,Neolithic,balkan
I1295,0.0095,-0.0357,Neolithic,balkan
I1296_published,0.0145,-0.0315,Neolithic,balkan
I1297,0.0206,-0.0451,Neolithic,balkan
I2181_published,0.0293,-0.0085,Neolithic,balkan
I2215_published,0.013,-0.0266,Neolithic,balkan
I2216_published,-0.0063,-0.0396,Neolithic,balkan
I2423,-0.0037,-0.0353,Neolithic,balkan
I2424,-6.00E-04,-0.0304,Neolithic,balkan
I2425,0.0011,-0.0267,Neolithic,balkan
I2426_published,-0.006,-0.0514,Neolithic,balkan
I2430,7.00E-04,-0.0309,Neolithic,balkan
I2526,-0.0061,-0.0385,Neolithic,balkan
I5071,-0.0076,-0.0414,Neolithic,balkan
I5072,-0.012,-0.0496,Neolithic,balkan
I5077,-0.0094,-0.044,Neolithic,balkan
I5078,-0.0072,-0.0439,Neolithic,balkan
I0679_d,-0.0116,-0.0072,Neolithic,balkan
I2521,-0.009,-0.0386,Neolithic,balkan
I2529_published,-0.0087,-0.0312,Neolithic,balkan
I2937_all,-0.0161,-0.0382,Neolithic,balkan
I5427,-0.0157,-0.0388,Neolithic,balkan
I0698_published,-0.0077,-0.039,Neolithic,balkan
I4062,-0.0016,-0.0406,Neolithic,mediterranean
I4065,0.0068,-0.0442,Neolithic,mediterranean
I3708,-0.0155,-0.0329,Neolithic,balkan
I4063,0.0016,-0.0441,Neolithic,mediterranean
I7550,0.0195,-0.0578,Neolithic,mediterranean
I10942,0.0096,-0.0502,Neolithic,mediterranean
atp005.SG,0.002,-0.0622,Neolithic,mediterranean
mur.SG,0.0056,-0.0567,Neolithic,mediterranean
I8134,0.0127,-0.0601,Neolithic,mediterranean
I4064,-0.001,-0.0448,Neolithic,mediterranean
TOR.11.SG,-0.0133,-0.0684,Neolithic,mediterranean
TOR.6.SG,0.0135,-0.0573,Neolithic,mediterranean
TOR.7.SG,0.0105,-0.0478,Neolithic,mediterranean
TOR.8.SG,0.0076,-0.047,Neolithic,mediterranean
CHA001_merged,0.0083,-0.0531,Neolithic,mediterranean
CHA002_merged,0.0101,-0.0537,Neolithic,mediterranean
CHA003_merged,0.0103,-0.0556,Neolithic,mediterranean
CHA004.A0102,0.014,-0.0557,Neolithic,mediterranean
FUC003_merged,0.0066,-0.0535,Neolithic,mediterranean
R1014.SG,0.0094,-0.0461,Neolithic,mediterranean
R10.SG,-0.006,-0.0353,Neolithic,mediterranean
R16.SG,0.0015,-0.0434,Neolithic,mediterranean
R17.SG,-0.0013,-0.0398,Neolithic,mediterranean
R18.SG,-0.0056,-0.0344,Neolithic,mediterranean
R19.SG,-0.0028,-0.0357,Neolithic,mediterranean
R2.SG,-0.0053,-0.0422,Neolithic,mediterranean
R3.SG,-0.0056,-0.0403,Neolithic,mediterranean
R6.SG,0.0165,-0.054,Neolithic,mediterranean
R8.SG,-0.0082,-0.0343,Neolithic,mediterranean
R9.SG,-0.009,-0.0368,Neolithic,mediterranean
I1298_published,-0.0094,-0.042,Neolithic,balkan
LON003,0.0112,-0.0602,Neolithic,mediterranean
MA79,-0.0107,-0.0663,Neolithic,mediterranean
NOE001,0.012,-0.0487,Neolithic,mediterranean
NOE002,0.0213,-0.0569,Neolithic,mediterranean
SID005,0.0104,-0.0565,Neolithic,mediterranean
