dna_ID,isotope_ID,metric_ID,paleopath_ID,Country,Site,Region,Date,Latitude,Longitude,Sex,nealeClump_prs,siblingClump_prs,nealeLDpred_prs,siblingLDpred_prs,coverage,d13C,d15N,age,method,stature,femur_measured,femur_estimated,femur_method,LEH,PH,CO,dna_ref,metric_ref,isotope_ref,paleopath_ref,whgProp
,,Vedrovice_19/1975,Vedrovice_19/75,Czech Republic,Vedrovice,South Central,7150,49.01,16.38,M,NA,NA,NA,NA,NA,NA,NA,NA,Sjovold1990,166.5,NA,44.31,Sjovold1990,N,Y,Y,,Rosenstock2015LiVES,,Ash2016ScientificReports,NA
,Vedrovice_21/75,Vedrovice_21/1975,Vedrovice_21/75,Czech Republic,Vedrovice,South Central,6950,49.01,16.38,F,NA,NA,NA,NA,NA,-19.6,9.2,NA,Sjovold1990,159.7,NA,41.73,Sjovold1990,N,N,N,,Rosenstock2015LiVES,"Richards2008Antropologie, Ash2016ScientificReports","Lillie2008Antropologie, Ash2016ScientificReports",NA
,Vedrovice_22/75,Vedrovice_22/1975,Vedrovice_22/75,Czech Republic,Vedrovice,South Central,6950,49.01,16.38,F,NA,NA,NA,NA,NA,-19.8,9.5,NA,Sjovold1990,154.1,NA,39.6,Sjovold1990,Y,Y,N,,Rosenstock2015LiVES,"Richards2008Antropologie, Ash2016ScientificReports","Lillie2008Antropologie, Ash2016ScientificReports",NA
,Vedrovice_23/75,Vedrovice_23/1975,Vedrovice_23/75,Czech Republic,Vedrovice,South Central,6950,49.01,16.38,M,NA,NA,NA,NA,NA,-20,10.6,NA,Sjovold1990,163.5,NA,43.17,Sjovold1990,Y,N,Y,,Rosenstock2015LiVES,"WhittleCh3INBickle&Whittle2013monograph, Ash2016ScientificReports","Lillie2008Antropologie, Ash2016ScientificReports",NA
,Vedrovice_36/76,Vedrovice_36/1976,Vedrovice_36/76,Czech Republic,Vedrovice,South Central,6950,49.01,16.38,F,NA,NA,NA,NA,NA,-19.7,8.8,NA,Sjovold1990,157,NA,40.7,Sjovold1990,N,N,N,,Rosenstock2015LiVES,"Richards2008Antropologie, Ash2016ScientificReports","Lillie2008Antropologie, Ash2016ScientificReports",NA
,Vedrovice_38/76,Vedrovice_38/1976,Vedrovice_38/76,Czech Republic,Vedrovice,South Central,6950,49.01,16.38,F,NA,NA,NA,NA,NA,-20.3,9.5,NA,Sjovold1990,144.7,NA,36.02,Sjovold1990,N,N,N,,Rosenstock2015LiVES,"Richards2008Antropologie, Ash2016ScientificReports","Lillie2008Antropologie, Ash2016ScientificReports",NA
,Vedrovice_42/77,Vedrovice_42/1977,Vedrovice_42/77,Czech Republic,Vedrovice,South Central,6950,49.01,16.38,F,NA,NA,NA,NA,NA,-19.5,9.8,NA,Sjovold1990,169,NA,45.26,Sjovold1990,N,N,N,,Rosenstock2015LiVES,"WhittleCh3INBickle&Whittle2013monograph, Ash2016ScientificReports","Lillie2008Antropologie, Ash2016ScientificReports",NA
,Vedrovice_46/77,Vedrovice_46/1977,Vedrovice_46/77,Czech Republic,Vedrovice,South Central,6950,49.01,16.38,M,NA,NA,NA,NA,NA,-19.8,9.1,NA,Sjovold1990,164.6,NA,43.59,Sjovold1990,N,N,N,,Rosenstock2015LiVES,"Richards2008Antropologie, Ash2016ScientificReports","Lillie2008Antropologie, Ash2016ScientificReports",NA
,Vedrovice_48/77,Vedrovice_48/1977,Vedrovice_48/77,Czech Republic,Vedrovice,South Central,6950,49.01,16.38,F,NA,NA,NA,NA,NA,-19.8,10.3,NA,Sjovold1990,154.9,NA,39.9,Sjovold1990,N,N,N,,Rosenstock2015LiVES,"Richards2008Antropologie, Ash2016ScientificReports","Lillie2008Antropologie, Ash2016ScientificReports",NA
,Vedrovice_54/78,Vedrovice_54/1978,Vedrovice_54/78,Czech Republic,Vedrovice,South Central,6950,49.01,16.38,M,NA,NA,NA,NA,NA,-19.6,10.1,NA,Sjovold1990,171.9,NA,46.37,Sjovold1990,N,N,N,,Rosenstock2015LiVES,"Richards2008Antropologie, Ash2016ScientificReports","Lillie2008Antropologie, Ash2016ScientificReports",NA
,Vedrovice_57/78,Vedrovice_57/1978,Vedrovice_57/78,Czech Republic,Vedrovice,South Central,6950,49.01,16.38,M,NA,NA,NA,NA,NA,-19.6,10.7,NA,Sjovold1990,165.5,NA,43.93,Sjovold1990,N,N,N,,Rosenstock2015LiVES,"Richards2008Antropologie, Ash2016ScientificReports","Lillie2008Antropologie, Ash2016ScientificReports",NA
,Vedrovice_59/78,Vedrovice_59/1978,Vedrovice_59/78,Czech Republic,Vedrovice,South Central,6950,49.01,16.38,M,NA,NA,NA,NA,NA,-19.4,10.3,NA,Sjovold1990,165.8,NA,44.05,Sjovold1990,N,Y,N,,Rosenstock2015LiVES,"Richards2008Antropologie, Ash2016ScientificReports","Lillie2008Antropologie, Ash2016ScientificReports",NA
,Vedrovice_64/78,Vedrovice_64/1978,Vedrovice_64/78,Czech Republic,Vedrovice,South Central,6950,49.01,16.38,F,NA,NA,NA,NA,NA,-19.8,9.2,NA,Sjovold1990,138.7,NA,33.74,Sjovold1990,Y,N,N,,Rosenstock2015LiVES,"WhittleCh3INBickle&Whittle2013monograph, Ash2016ScientificReports","Lillie2008Antropologie, Ash2016ScientificReports",NA
,Vedrovice_66/78,Vedrovice_66/1978,Vedrovice_66/78,Czech Republic,Vedrovice,South Central,6950,49.01,16.38,M,NA,NA,NA,NA,NA,-19.7,9.9,NA,Sjovold1990,159.8,NA,41.76,Sjovold1990,N,Y,N,,Rosenstock2015LiVES,"WhittleCh3INBickle&Whittle2013monograph, Ash2016ScientificReports","Lillie2008Antropologie, Ash2016ScientificReports",NA
,Vedrovice_68/78,Vedrovice_68/1978,Vedrovice_68/78,Czech Republic,Vedrovice,South Central,6950,49.01,16.38,F,NA,NA,NA,NA,NA,-19.5,9.5,NA,Sjovold1990,151.3,NA,38.53,Sjovold1990,Y,N,N,,Rosenstock2015LiVES,"WhittleCh3INBickle&Whittle2013monograph, Ash2016ScientificReports","Lillie2008Antropologie, Ash2016ScientificReports",NA
,,Vedrovice_69/1978,Vedrovice_69/78,Czech Republic,Vedrovice,South Central,7150,49.01,16.38,M,NA,NA,NA,NA,NA,NA,NA,NA,Sjovold1990,169,NA,45.26,Sjovold1990,N,N,N,,Rosenstock2015LiVES,,Ash2016ScientificReports,NA
,Vedrovice_70/79,Vedrovice_70/1979,Vedrovice_70/79,Czech Republic,Vedrovice,South Central,6950,49.01,16.38,F,NA,NA,NA,NA,NA,-19.5,9.5,NA,Sjovold1990,157,NA,40.7,Sjovold1990,N,N,N,,Rosenstock2015LiVES,"Richards2008Antropologie, Ash2016ScientificReports","Lillie2008Antropologie, Ash2016ScientificReports",NA
,Vedrovice_71/79,Vedrovice_71/1979,Vedrovice_71/79,Czech Republic,Vedrovice,South Central,6950,49.01,16.38,M,NA,NA,NA,NA,NA,-19.3,10.3,NA,Sjovold1990,163.8,NA,43.29,Sjovold1990,N,N,N,,Rosenstock2015LiVES,"Richards2008Antropologie, Ash2016ScientificReports","Lillie2008Antropologie, Ash2016ScientificReports",NA
,Vedrovice_72/79,Vedrovice_72/1979,Vedrovice_72/79,Czech Republic,Vedrovice,South Central,6950,49.01,16.38,F,NA,NA,NA,NA,NA,-19.5,9.3,NA,Sjovold1990,158.5,NA,41.27,Sjovold1990,N,N,N,,Rosenstock2015LiVES,"WhittleCh3INBickle&Whittle2013monograph, Ash2016ScientificReports","Lillie2008Antropologie, Ash2016ScientificReports",NA
,Vedrovice_73/79,Vedrovice_73/1979,Vedrovice_73/79,Czech Republic,Vedrovice,South Central,6950,49.01,16.38,M,NA,NA,NA,NA,NA,-19.7,10.2,NA,Sjovold1990,167.5,NA,44.69,Sjovold1990,Y,N,N,,Rosenstock2015LiVES,"Richards2008Antropologie, Ash2016ScientificReports","Lillie2008Antropologie, Ash2016ScientificReports",NA
,Vedrovice_74/79,Vedrovice_74/1979,Vedrovice_74/79,Czech Republic,Vedrovice,South Central,6950,49.01,16.38,F,NA,NA,NA,NA,NA,-19.3,9.5,NA,Sjovold1990,150.2,NA,38.11,Sjovold1990,N,N,N,,Rosenstock2015LiVES,"WhittleCh3INBickle&Whittle2013monograph, Ash2016ScientificReports","Lillie2008Antropologie, Ash2016ScientificReports",NA
,Vedrovice_75/79,Vedrovice_75/1979,Vedrovice_75/79,Czech Republic,Vedrovice,South Central,6950,49.01,16.38,F,NA,NA,NA,NA,NA,-19.5,9.3,NA,Sjovold1990,156.7,NA,40.59,Sjovold1990,N,N,N,,Rosenstock2015LiVES,"Richards2008Antropologie, Ash2016ScientificReports","Lillie2008Antropologie, Ash2016ScientificReports",NA
,Vedrovice_76/79,Vedrovice_76/1979,Vedrovice_76/79,Czech Republic,Vedrovice,South Central,6950,49.01,16.38,M,NA,NA,NA,NA,NA,-19.5,9.4,NA,Sjovold1990,163.1,NA,43.02,Sjovold1990,Y,N,N,,Rosenstock2015LiVES,"Richards2008Antropologie, Ash2016ScientificReports","Lillie2008Antropologie, Ash2016ScientificReports",NA
,Vedrovice_77/79,Vedrovice_77/1979,Vedrovice_77/79,Czech Republic,Vedrovice,South Central,6950,49.01,16.38,M,NA,NA,NA,NA,NA,-19.3,10,NA,Sjovold1990,166.5,NA,44.31,Sjovold1990,N,N,N,,Rosenstock2015LiVES,,"Lillie2008Antropologie, Ash2016ScientificReports",NA
,Vedrovice_79/79,Vedrovice_79/1979,Vedrovice_79/79,Czech Republic,Vedrovice,South Central,6950,49.01,16.38,M,NA,NA,NA,NA,NA,-19.6,10,NA,Sjovold1990,169.3,NA,45.38,Sjovold1990,N,N,Y,,Rosenstock2015LiVES,"Richards2008Antropologie, Ash2016ScientificReports","Lillie2008Antropologie, Ash2016ScientificReports",NA
,Vedrovice_80/79,Vedrovice_80/1979,,Czech Republic,Vedrovice,South Central,6950,49.01,16.38,F,NA,NA,NA,NA,NA,-19.6,9.2,NA,Sjovold1990,159.4,NA,41.61,Sjovold1990,NA,NA,NA,,Rosenstock2015LiVES,"Richards2008Antropologie, Ash2016ScientificReports",,NA
,,Vedrovice_81a/1979,Vedrovice_81a/79,Czech Republic,Vedrovice,South Central,7150,49.01,16.38,F,NA,NA,NA,NA,NA,NA,NA,NA,Sjovold1990,161.4,NA,42.37,Sjovold1990,N,N,N,,Rosenstock2015LiVES,,Ash2016ScientificReports,NA
,Vedrovice_82/79,Vedrovice_82/1979,Vedrovice_82/79,Czech Republic,Vedrovice,South Central,6950,49.01,16.38,M,NA,NA,NA,NA,NA,-19.1,10.6,NA,Sjovold1990,175.8,NA,47.85,Sjovold1990,N,N,N,,Rosenstock2015LiVES,"Richards2008Antropologie, Ash2016ScientificReports","Lillie2008Antropologie, Ash2016ScientificReports",NA
,Vedrovice_86/80,Vedrovice_86/1980,Vedrovice_86/80,Czech Republic,Vedrovice,South Central,6950,49.01,16.38,F,NA,NA,NA,NA,NA,-19.9,9.8,NA,Sjovold1990,143.8,NA,35.68,Sjovold1990,Y,N,Y,,Rosenstock2015LiVES,"Richards2008Antropologie, Ash2016ScientificReports","Lillie2008Antropologie, Ash2016ScientificReports",NA
,Vedrovice_88/80,Vedrovice_88/1980,Vedrovice_88/80,Czech Republic,Vedrovice,South Central,6950,49.01,16.38,M,NA,NA,NA,NA,NA,-19.9,9.7,NA,Sjovold1990,158.3,NA,41.19,Sjovold1990,Y,N,N,,Rosenstock2015LiVES,"WhittleCh3INBickle&Whittle2013monograph, Ash2016ScientificReports","Lillie2008Antropologie, Ash2016ScientificReports",NA
,Vedrovice_91/80,Vedrovice_91/1980,Vedrovice_91/80,Czech Republic,Vedrovice,South Central,6950,49.01,16.38,F,NA,NA,NA,NA,NA,-19.4,9.8,NA,Sjovold1990,165,NA,43.74,Sjovold1990,Y,Y,N,,Rosenstock2015LiVES,"Richards2008Antropologie, Ash2016ScientificReports","Lillie2008Antropologie, Ash2016ScientificReports",NA
,Vedrovice_93A/80,Vedrovice_93a/1980,Vedrovice_93a/80,Czech Republic,Vedrovice,South Central,6950,49.01,16.38,F,NA,NA,NA,NA,NA,-19.8,10.2,NA,Sjovold1990,154.3,NA,39.67,Sjovold1990,N,N,Y,,Rosenstock2015LiVES,"WhittleCh3INBickle&Whittle2013monograph, Ash2016ScientificReports","Lillie2008Antropologie, Ash2016ScientificReports",NA
,Vedrovice_94/80,Vedrovice_94/1980,Vedrovice_94/80,Czech Republic,Vedrovice,South Central,6950,49.01,16.38,F,NA,NA,NA,NA,NA,-19.7,9,NA,Sjovold1990,147.6,NA,37.13,Sjovold1990,Y,N,N,,Rosenstock2015LiVES,"WhittleCh3INBickle&Whittle2013monograph, Ash2016ScientificReports","Lillie2008Antropologie, Ash2016ScientificReports",NA
,Vedrovice_97/80,Vedrovice_97/1980,Vedrovice_97/80,Czech Republic,Vedrovice,South Central,6950,49.01,16.38,F,NA,NA,NA,NA,NA,-19.7,9.5,NA,Sjovold1990,162.1,NA,42.64,Sjovold1990,N,N,N,,Rosenstock2015LiVES,"WhittleCh3INBickle&Whittle2013monograph, Ash2016ScientificReports","Lillie2008Antropologie, Ash2016ScientificReports",NA
,Vedrovice Široká u lesa (Erdwerk) 2/85,Vedrovice_2/85,Vedrovice_2/85,Czech Republic,Vedrovice,South Central,7230,49.01,16.38,M,NA,NA,NA,NA,NA,-21.4,9,6.5,Sjovold1990,165.9,NA,44.08,Sjovold1990,N,N,N,,Rosenstock2015LiVES,Ash2016ScientificReports,Ash2016ScientificReports,NA
,Vedrovice_1(85),Vedrovice_1/85,Vedrovice_1/85,Czech Republic,Vedrovice,South Central,6950,49.01,16.38,F,NA,NA,NA,NA,NA,-20.5,9.7,NA,Sjovold1990,157.9,NA,41.04,Sjovold1990,N,Y,N,,Rosenstock2015LiVES,"WhittleCh3INBickle&Whittle2013monograph, Ash2016ScientificReports","Lillie2008Antropologie, Ash2016ScientificReports",NA
,Vedrovice_6(88),Vedrovice_6/88,Vedrovice_6/88,Czech Republic,Vedrovice,South Central,6950,49.01,16.38,F,NA,NA,NA,NA,NA,-20.2,9.6,NA,Sjovold1990,149.1,NA,37.7,Sjovold1990,N,N,N,,Rosenstock2015LiVES,"WhittleCh3INBickle&Whittle2013monograph, Ash2016ScientificReports","Lillie2008Antropologie, Ash2016ScientificReports",NA
,Vedrovice Široká u lesa (Erdwerk) 11/74,Vedrovice_11/74,Vedrovice_11/74,Czech Republic,Vedrovice,South Central,7230,49.01,16.38,M,NA,NA,NA,NA,NA,-20.6,9.5,5.5,Sjovold1990,168.8,NA,45.19,Sjovold1990,N,N,N,,Rosenstock2015LiVES,Scheibner2016monograph,Ash2016ScientificReports,NA
,Vedrovice_10(74),Vedrovice_10/74,Vedrovice_10/74,Czech Republic,Vedrovice,South Central,6950,49.01,16.38,M,NA,NA,NA,NA,NA,-19.9,9.6,NA,Sjovold1990,158.5,NA,41.27,Sjovold1990,N,N,N,,Rosenstock2015LiVES,"WhittleCh3INBickle&Whittle2013monograph, Ash2016ScientificReports","Lillie2008Antropologie, Ash2016ScientificReports",NA
